id,year,alterid,age,educ,sex,relig,race,a_talkto,a_sibling,a_parent,a_spouse,a_child,a_othfam,a_cowork,a_friend,a_neighbr,a_advisor,a_memgrp,a_other,n_nonmiss
373,2004,3,48,5,2,4,4,3,2,2,2,2,2,1,1,2,2,2,2,17
375,2004,3,36,5,2,4,4,1,2,2,2,2,2,2,1,2,2,2,2,17
377,2004,3,46,3,1,4,5,2,2,2,2,2,2,2,1,2,2,2,2,17
381,2004,3,37,6,2,1,4,1,2,2,2,2,2,1,2,2,2,1,2,17
391,2004,3,16,1,1,,4,4,2,2,2,2,2,2,1,2,2,1,2,16
392,2004,3,29,4,2,1,4,1,2,2,1,2,2,2,1,2,2,2,2,17
393,2004,3,50,,1,,3,4,2,2,2,2,2,2,2,2,2,2,1,15
394,2004,3,60,6,1,1,4,3,2,2,2,2,2,2,2,2,2,1,2,17
396,2004,3,45,4,2,5,4,2,2,2,2,2,2,2,1,2,2,2,2,17
401,2004,3,29,5,2,4,4,1,2,2,2,2,2,1,1,2,1,2,2,17
402,2004,3,45,7,1,2,3,2,2,2,2,2,2,1,1,2,1,1,2,17
407,2004,3,68,6,1,,4,4,2,2,2,2,2,2,1,2,2,2,1,16
413,2004,3,49,7,2,4,4,1,2,1,2,2,2,2,2,2,2,2,2,17
414,2004,3,23,6,2,2,4,3,2,2,2,2,2,2,1,2,2,2,2,17
420,2004,3,75,3,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,17
424,2004,3,33,6,2,1,2,1,2,2,2,2,2,1,1,2,2,2,2,17
431,2004,3,28,6,1,2,4,1,2,2,1,2,2,2,2,2,2,2,2,17
433,2004,3,70,7,1,,4,4,1,2,2,2,2,2,2,2,2,2,2,16
448,2004,3,24,6,1,3,4,2,2,2,2,2,2,1,1,2,2,2,2,17
449,2004,3,54,7,2,4,4,2,2,2,2,2,2,2,1,2,1,1,2,17
457,2004,3,47,3,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,17
460,2004,3,72,4,1,1,4,3,2,2,2,2,2,2,2,1,2,2,2,17
471,2004,3,50,6,2,1,4,1,2,2,2,1,2,2,1,2,1,2,2,17
475,2004,3,53,6,1,,4,2,2,2,2,2,2,1,1,2,2,2,2,16
476,2004,3,42,3,1,3,4,2,2,2,2,1,2,2,2,2,2,2,2,17
487,2004,3,36,4,1,2,3,1,2,2,2,2,2,2,1,2,2,2,2,17
489,2004,3,32,4,2,1,2,2,2,2,2,2,2,2,1,1,1,1,2,17
501,2004,3,41,,2,1,3,1,2,2,2,2,2,2,1,1,2,2,2,16
511,2004,3,26,7,2,1,4,1,2,2,1,2,2,2,2,2,2,2,2,17
523,2004,3,22,4,2,,2,1,2,2,2,2,2,2,1,2,2,2,2,16
530,2004,3,49,3,2,1,4,1,2,2,2,2,2,1,1,2,2,2,2,17
539,2004,3,36,6,2,1,4,2,2,2,2,2,1,2,1,2,2,2,2,17
542,2004,3,45,6,1,5,4,2,2,2,2,2,2,2,1,2,2,2,2,17
554,2004,3,49,3,2,1,4,2,2,1,2,2,2,2,2,2,2,2,2,17
555,2004,3,32,4,2,4,4,1,2,2,1,2,2,2,1,2,2,2,2,17
559,2004,3,34,3,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,17
560,2004,3,40,6,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,17
561,2004,3,19,4,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,17
568,2004,3,38,7,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,17
572,2004,3,50,7,1,5,4,2,2,2,2,2,2,2,2,2,1,2,2,17
582,2004,3,53,,1,1,4,1,2,2,2,2,2,2,2,2,2,1,2,16
587,2004,3,42,2,2,1,2,3,2,2,2,2,2,2,1,2,2,2,2,17
590,2004,3,56,7,1,1,4,2,2,2,2,2,2,2,1,2,2,2,2,17
595,2004,3,25,6,1,,4,1,2,2,2,2,2,2,1,2,2,1,2,16
603,2004,3,51,7,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,17
630,2004,3,52,,2,1,4,1,2,2,2,2,2,2,1,2,2,2,2,16
636,2004,3,42,6,2,2,2,4,2,2,2,2,2,2,1,2,2,2,2,17
642,2004,3,15,2,2,,4,3,2,2,2,2,1,2,2,2,2,2,2,16
669,2004,3,56,7,2,,4,1,2,2,2,2,2,1,2,2,2,2,2,16
686,2004,3,48,6,1,2,4,1,2,2,1,2,2,2,2,2,2,2,2,17
688,2004,3,39,7,2,2,4,1,2,2,2,1,2,2,2,2,2,2,2,17
690,2004,3,26,7,2,1,1,3,2,2,2,2,2,2,1,2,2,2,2,17
691,2004,3,59,7,1,5,5,2,2,2,2,2,2,1,2,2,2,1,2,17
694,2004,3,27,3,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,17
699,2004,3,48,3,2,5,2,2,2,2,2,2,2,2,1,2,2,2,2,17
710,2004,3,58,2,1,1,4,2,2,2,2,2,2,2,1,2,2,1,2,17
713,2004,3,35,2,1,1,4,1,2,2,2,2,2,1,2,2,2,2,2,17
717,2004,3,29,3,2,,4,2,2,2,2,2,2,2,1,2,2,2,2,16
726,2004,3,27,6,2,4,4,1,2,2,2,1,2,2,2,2,2,2,2,17
729,2004,3,42,3,1,1,4,2,2,2,2,2,2,2,1,2,2,2,2,17
733,2004,3,30,1,1,1,4,2,2,2,2,1,2,2,2,2,2,2,2,17
742,2004,3,54,4,1,1,4,2,2,2,2,2,2,2,1,1,2,2,2,17
744,2004,3,68,7,1,1,4,2,2,2,2,2,2,2,2,2,2,1,2,17
746,2004,3,55,3,2,5,4,1,2,1,2,2,2,2,1,2,2,2,2,17
748,2004,3,38,6,2,1,4,2,2,2,2,2,2,1,1,1,1,1,2,17
756,2004,3,33,4,2,4,4,1,2,2,2,2,1,2,1,2,2,2,2,17
758,2004,3,54,3,2,1,4,1,2,2,1,2,2,2,2,2,2,2,2,17
759,2004,3,28,6,1,1,4,1,1,2,2,2,2,2,1,1,2,2,2,17
763,2004,3,35,7,1,5,4,1,2,2,2,2,2,1,1,1,2,1,2,17
764,2004,3,61,2,2,5,2,1,2,1,2,2,2,2,2,2,2,2,2,17
768,2004,3,43,3,1,2,3,3,2,2,2,2,2,2,2,1,2,2,2,17
769,2004,3,53,4,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,17
773,2004,3,40,6,1,,4,4,2,2,2,2,2,2,1,2,2,2,2,16
781,2004,3,43,6,1,2,4,2,2,2,2,2,2,2,1,2,2,2,2,17
784,2004,3,63,3,2,2,4,4,2,2,2,2,2,2,1,2,2,2,2,17
788,2004,3,53,7,2,1,4,1,1,2,2,2,2,2,1,2,2,2,2,17
789,2004,3,56,7,2,3,4,2,2,1,2,2,2,2,2,2,2,2,2,17
790,2004,3,63,3,2,1,4,2,2,1,2,2,2,2,2,2,2,2,2,17
794,2004,3,83,1,1,1,4,1,2,1,2,2,2,2,1,2,2,2,2,17
797,2004,3,43,5,2,1,4,2,1,2,2,2,2,2,2,2,2,2,2,17
803,2004,3,65,3,2,1,4,2,2,2,2,2,1,2,2,2,2,2,2,17
808,2004,3,41,2,2,1,4,1,2,2,2,2,1,2,2,2,2,2,2,17
811,2004,3,28,7,2,1,4,2,2,2,2,2,2,2,1,2,2,2,2,17
813,2004,3,48,6,1,1,4,3,2,2,2,2,2,1,1,2,2,2,2,17
816,2004,3,40,6,2,1,4,3,2,2,2,2,2,2,1,2,2,2,2,17
821,2004,3,23,2,2,1,4,1,2,2,2,2,2,2,1,2,2,2,2,17
828,2004,3,40,5,2,1,4,4,2,2,2,2,2,2,1,2,2,2,2,17
829,2004,3,32,7,1,1,4,3,2,2,2,2,2,2,1,2,2,2,2,17
835,2004,3,43,7,1,2,4,2,2,2,2,2,2,2,1,2,1,2,1,17
836,2004,3,24,6,2,2,4,2,1,2,2,2,2,2,2,2,2,2,2,17
843,2004,3,40,6,1,,4,1,2,2,2,2,2,1,2,2,1,2,2,16
844,2004,3,65,3,2,2,4,2,2,2,2,2,1,2,2,2,2,2,2,17
846,2004,3,37,7,1,3,4,2,2,2,2,2,1,2,1,2,2,2,2,17
847,2004,3,59,4,2,3,4,2,1,2,2,2,2,2,1,2,2,2,2,17
848,2004,3,31,7,1,1,4,3,2,2,2,2,2,2,1,2,2,2,2,17
864,2004,3,47,5,2,4,4,2,2,2,2,2,2,2,1,2,2,2,2,17
873,2004,3,28,5,1,1,4,2,2,2,2,2,2,1,2,1,1,2,2,17
876,2004,3,51,7,2,3,4,2,1,2,2,2,2,2,2,2,1,2,2,17
877,2004,3,42,6,2,3,4,1,2,2,2,2,2,2,1,1,2,2,2,17
893,2004,3,63,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,17
899,2004,3,53,,1,2,3,1,2,2,2,2,2,1,1,2,2,2,2,16
905,2004,3,36,3,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,17
906,2004,3,20,4,2,5,4,1,2,2,2,1,2,2,2,2,2,2,2,17
912,2004,3,57,3,1,1,4,1,2,1,2,2,2,2,2,2,2,2,2,17
915,2004,3,64,7,1,3,4,1,2,2,2,2,2,1,1,2,2,1,2,17
919,2004,3,48,3,2,4,4,3,2,2,2,2,2,2,1,2,2,2,2,17
920,2004,3,45,7,1,,4,3,2,2,2,2,2,2,2,2,2,1,2,16
936,2004,3,22,5,1,5,4,3,2,2,2,2,2,2,1,2,2,2,2,17
939,2004,3,38,5,2,,1,3,2,2,2,2,2,2,1,2,2,2,2,16
941,2004,3,33,1,2,1,2,1,2,2,2,2,2,2,1,2,1,2,2,17
942,2004,3,74,3,2,1,4,1,2,1,2,2,2,2,2,2,2,2,2,17
944,2004,3,45,4,2,,4,1,1,2,2,2,2,2,2,2,2,2,2,16
945,2004,3,34,2,2,1,4,1,2,2,2,2,2,1,1,2,2,2,2,17
952,2004,3,39,4,1,1,4,2,2,2,2,2,2,2,1,2,2,1,2,17
958,2004,3,26,4,2,1,4,3,2,2,2,2,2,2,1,2,2,2,2,17
975,2004,3,37,4,1,2,4,1,2,2,2,2,1,2,2,2,2,2,2,17
976,2004,3,63,6,2,2,4,1,2,2,2,2,2,2,1,2,2,2,2,17
978,2004,3,33,6,1,1,4,2,2,2,2,2,2,1,2,2,2,2,2,17
983,2004,3,35,6,2,,4,1,1,2,2,2,2,2,1,2,2,2,2,16
995,2004,3,25,3,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,17
997,2004,3,38,4,2,1,2,1,2,2,2,2,2,1,1,2,2,2,2,17
1005,2004,3,50,7,1,5,2,3,2,2,2,2,1,2,1,2,2,1,2,17
1015,2004,3,27,1,1,5,4,1,2,2,1,2,2,2,1,2,1,2,2,17
1026,2004,3,22,6,2,2,4,1,2,2,2,2,2,2,1,2,2,2,2,17
1031,2004,3,39,5,2,2,4,2,2,2,2,1,2,2,2,2,2,2,2,17
1035,2004,3,30,4,1,,4,2,2,2,2,2,2,2,1,2,2,2,2,16
1055,2004,3,36,7,2,2,4,1,2,2,2,2,2,2,1,2,2,2,2,17
1063,2004,3,50,6,2,2,4,1,2,2,2,1,2,2,2,2,2,2,2,17
1067,2004,3,68,3,1,2,4,2,2,2,2,2,2,2,1,2,2,2,2,17
1073,2004,3,40,6,1,2,4,1,2,2,2,2,2,2,1,2,2,2,2,17
1080,2004,3,24,6,2,5,5,3,2,2,2,2,2,2,1,2,2,2,2,17
1084,2004,3,44,3,2,4,4,2,2,2,2,2,2,2,1,2,2,2,2,17
1092,2004,3,56,7,1,,4,1,2,2,2,2,2,1,2,2,2,2,2,16
1100,2004,3,71,3,2,2,4,2,2,1,2,2,2,2,1,2,1,2,2,17
1113,2004,3,56,5,2,5,4,2,1,2,2,2,2,2,2,2,2,2,2,17
1122,2004,3,54,4,1,,4,1,2,2,2,2,2,1,2,2,2,2,2,16
1123,2004,3,60,3,2,1,4,3,2,2,2,2,2,2,1,2,2,2,1,17
1130,2004,3,50,6,2,5,4,2,2,2,2,2,1,2,2,2,2,2,2,17
1136,2004,3,58,3,1,2,4,2,2,2,2,2,1,2,1,2,1,2,2,17
1148,2004,3,39,7,2,1,4,2,1,2,2,2,2,2,1,2,1,2,2,17
1155,2004,3,24,7,2,1,4,1,1,2,2,2,2,2,1,2,2,2,2,17
1162,2004,3,36,7,1,1,4,2,2,2,2,1,2,2,2,2,2,2,2,17
1172,2004,3,38,4,2,4,4,2,2,2,2,2,2,2,2,2,2,2,1,17
1173,2004,3,60,3,2,2,4,1,1,2,2,2,2,2,2,2,2,2,2,17
1185,2004,3,31,7,1,1,4,3,1,2,2,2,2,2,2,2,2,2,2,17
1195,2004,3,35,6,2,4,4,1,2,2,1,2,2,2,2,2,2,2,2,17
1198,2004,3,60,3,2,,4,2,2,1,2,2,2,2,2,2,2,2,2,16
1205,2004,3,35,3,2,1,4,3,2,2,2,1,2,2,1,2,2,2,2,17
1220,2004,3,41,4,2,1,4,3,2,2,2,1,2,2,1,2,1,2,2,17
1234,2004,3,36,3,2,4,4,2,2,2,2,2,2,2,1,2,2,2,2,17
1244,2004,3,37,5,2,2,4,2,2,2,2,2,2,1,1,2,2,2,2,17
1246,2004,3,51,3,2,1,4,2,1,2,2,2,2,2,2,2,2,2,2,17
1247,2004,3,40,6,2,,4,3,2,2,2,2,2,2,1,1,2,2,2,16
1256,2004,3,49,7,1,,4,2,2,2,2,2,2,1,2,2,1,2,2,16
1258,2004,3,52,5,2,2,4,1,2,2,1,2,2,2,2,2,2,2,2,17
1261,2004,3,31,6,2,2,4,2,2,2,2,2,2,2,1,2,2,1,2,17
1264,2004,3,64,2,1,1,4,1,2,2,2,2,2,2,1,2,2,2,2,17
1278,2004,3,56,3,2,2,4,1,2,2,2,2,1,2,1,1,2,2,2,17
1280,2004,3,8,0,2,1,4,1,2,2,2,1,2,2,2,2,2,2,2,17
1281,2004,3,48,3,1,4,4,2,2,1,2,2,2,2,1,2,1,2,2,17
1283,2004,3,16,2,2,4,4,1,2,2,2,1,2,2,1,2,1,2,2,17
1286,2004,3,45,3,2,1,4,2,2,2,2,1,2,2,1,2,2,2,2,17
1293,2004,3,42,5,1,1,4,1,2,2,1,2,2,2,1,2,2,2,2,17
1294,2004,3,36,7,2,2,4,1,2,2,2,2,2,1,1,2,2,2,2,17
1296,2004,3,41,6,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,17
1299,2004,3,36,7,1,5,2,3,2,2,2,2,2,2,1,1,2,2,2,17
1300,2004,3,45,7,2,2,4,3,2,2,2,2,2,2,1,2,2,2,2,17
1307,2004,3,65,2,2,1,4,2,2,2,2,2,1,2,1,2,2,2,2,17
1312,2004,3,61,3,1,1,4,1,2,2,1,2,2,2,2,2,2,2,2,17
1326,2004,3,38,3,2,,4,2,1,2,2,2,2,2,2,2,2,2,2,16
1336,2004,3,51,4,1,2,4,2,2,2,2,2,1,2,2,2,2,2,2,17
1337,2004,3,40,3,2,1,4,2,2,2,2,2,2,2,1,2,2,1,2,17
1338,2004,3,54,3,1,1,4,3,1,2,2,2,2,2,1,2,1,2,2,17
1341,2004,3,75,3,2,1,4,2,2,1,2,2,2,2,2,2,2,2,2,17
1342,2004,3,43,3,2,1,4,1,2,1,2,2,2,2,1,2,2,2,2,17
1348,2004,3,45,2,2,2,4,1,2,1,2,2,2,2,1,2,2,2,2,17
1350,2004,3,55,6,1,1,4,3,2,2,2,2,2,2,1,2,1,2,2,17
1353,2004,3,53,4,1,2,4,1,2,2,2,2,2,2,1,2,2,2,2,17
1354,2004,3,39,3,1,4,4,2,2,2,2,2,1,2,2,2,2,2,2,17
1362,2004,3,60,3,2,2,4,2,2,2,2,2,2,2,1,2,2,2,2,17
1370,2004,3,24,6,2,1,4,2,2,2,2,2,2,2,1,2,2,2,2,17
1373,2004,3,30,7,2,4,4,2,2,2,2,2,2,2,1,1,1,2,2,17
1374,2004,3,40,7,2,5,4,2,2,2,2,2,2,1,2,2,2,2,2,17
1377,2004,3,41,6,1,2,2,1,2,2,2,2,2,1,1,2,2,2,2,17
1390,2004,3,25,3,1,1,4,1,2,2,2,2,2,1,2,2,2,2,2,17
1398,2004,3,57,6,2,1,4,1,2,1,2,2,2,2,1,2,2,2,2,17
1403,2004,3,35,6,2,2,4,1,2,2,2,2,2,2,1,2,2,2,2,17
1405,2004,3,67,6,2,1,4,1,2,1,2,2,2,2,2,2,2,2,2,17
1406,2004,3,44,5,2,1,4,1,2,1,2,2,2,2,2,2,2,2,2,17
1408,2004,3,50,7,2,1,4,3,2,2,2,2,2,2,1,1,2,2,2,17
1412,2004,3,55,6,2,,4,2,1,2,2,2,2,2,2,2,2,2,2,16
1413,2004,3,56,4,1,4,4,2,2,1,2,2,2,2,2,2,2,2,2,17
1416,2004,3,30,6,1,,4,4,2,2,2,2,2,2,1,2,2,2,2,16
1418,2004,3,62,3,2,1,4,1,2,2,2,2,2,2,1,1,2,1,2,17
1429,2004,3,,3,2,1,4,2,2,1,2,2,1,2,2,2,2,2,2,16
1430,2004,3,86,5,2,4,4,2,2,2,2,2,2,2,1,2,2,2,2,17
1431,2004,3,48,7,1,2,4,1,2,2,2,2,2,1,2,2,2,2,2,17
1432,2004,3,33,2,1,5,4,2,1,2,2,2,2,2,1,2,2,2,2,17
1437,2004,3,26,4,2,1,4,1,2,2,2,1,2,2,1,2,2,2,2,17
1443,2004,3,58,3,2,1,4,2,2,2,2,1,2,2,2,2,2,2,2,17
1448,2004,3,28,5,2,1,4,2,2,2,2,2,1,2,2,2,2,2,2,17
1452,2004,3,23,6,1,5,1,2,2,2,2,2,2,2,1,2,2,2,2,17
1457,2004,3,31,5,2,1,4,2,2,2,2,1,2,2,2,2,2,2,2,17
1465,2004,3,52,7,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,17
1466,2004,3,43,7,1,2,4,1,2,2,2,2,2,1,1,2,1,1,2,17
1475,2004,3,31,7,1,1,4,1,2,2,2,2,2,1,1,2,1,2,2,17
1479,2004,3,48,6,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,17
1481,2004,3,14,1,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,17
1483,2004,3,32,4,2,1,5,1,2,2,2,2,2,2,1,2,2,2,2,17
1496,2004,3,56,3,1,1,4,2,2,2,2,1,2,2,1,2,1,2,2,17
1500,2004,3,23,2,1,1,4,2,2,2,2,1,2,2,1,2,2,2,2,17
1505,2004,3,22,4,1,1,4,1,2,2,2,2,2,2,1,1,2,1,2,17
1506,2004,3,58,6,1,,4,1,2,2,2,2,2,2,1,2,2,2,2,16
1507,2004,3,20,5,2,2,4,1,2,2,2,2,2,2,1,2,2,2,1,17
1509,2004,3,71,3,2,2,4,3,1,2,2,2,2,2,1,2,2,2,2,17
1510,2004,3,45,4,2,2,4,3,2,2,2,2,2,2,1,2,2,2,2,17
1523,2004,3,45,5,2,1,4,2,1,2,2,2,2,2,2,2,2,2,2,17
1524,2004,3,36,3,1,4,4,1,2,2,1,2,2,2,1,2,2,2,2,17
1525,2004,3,53,7,2,2,4,2,2,2,2,1,2,2,2,2,2,2,2,17
1531,2004,3,22,6,2,4,4,2,2,2,2,2,2,2,1,2,2,2,2,17
1551,2004,3,54,3,1,1,4,2,2,2,2,2,2,2,1,2,2,2,2,17
1562,2004,3,37,7,1,,4,2,2,2,2,2,2,2,2,2,2,2,1,16
1569,2004,3,64,3,2,2,4,3,2,1,2,2,2,2,1,2,1,2,2,17
1574,2004,3,51,6,2,1,4,2,2,2,2,2,2,2,1,2,2,2,2,17
1585,2004,3,62,6,2,1,4,2,2,2,2,2,1,2,2,2,2,2,2,17
1612,2004,3,73,5,2,1,4,2,2,2,2,2,2,2,2,1,2,2,2,17
1623,2004,3,39,6,2,,5,2,2,2,2,2,2,2,2,2,1,1,2,16
1627,2004,3,32,6,1,4,4,2,2,2,2,2,1,2,2,2,2,2,2,17
1628,2004,3,48,,1,,2,4,2,2,2,2,2,2,1,2,2,2,2,15
1630,2004,3,28,4,1,2,4,2,2,2,2,1,2,2,2,2,2,2,2,17
1634,2004,3,43,3,1,2,3,2,1,2,2,2,2,2,2,2,2,2,2,17
1635,2004,3,55,7,1,1,4,4,2,2,2,2,2,2,1,2,2,2,2,17
1637,2004,3,60,7,2,1,4,2,2,2,2,2,2,1,1,1,2,1,2,17
1639,2004,3,80,7,1,3,4,2,2,1,2,2,2,2,2,2,2,2,2,17
1641,2004,3,55,6,2,,4,3,2,2,2,2,2,2,1,2,2,2,2,16
1645,2004,3,35,3,2,,5,2,2,2,2,2,2,2,1,2,2,2,2,16
1650,2004,3,20,4,1,2,3,2,2,2,2,2,2,2,1,2,2,2,2,17
1654,2004,3,58,4,2,1,4,2,2,1,2,2,2,2,2,2,2,2,2,17
1656,2004,3,68,4,2,1,4,1,1,2,2,2,2,2,2,2,2,1,2,17
1661,2004,3,37,5,2,1,4,1,2,2,2,2,2,2,1,2,2,2,2,17
1663,2004,3,27,6,2,1,4,1,2,2,2,2,2,2,1,2,2,2,2,17
1665,2004,3,40,7,2,1,4,2,2,2,2,2,2,2,1,2,2,2,2,17
1666,2004,3,50,6,1,1,4,2,2,2,2,2,2,1,1,2,2,2,2,17
1667,2004,3,64,4,2,3,4,1,2,2,2,2,2,2,1,2,2,2,2,17
1672,2004,3,46,2,2,1,4,1,2,1,2,2,2,2,1,2,2,2,2,17
1680,2004,3,57,7,1,,4,2,2,2,2,2,2,1,1,2,2,2,2,16
1682,2004,3,75,5,1,1,4,2,2,1,2,2,2,2,1,2,2,2,2,17
1684,2004,3,50,6,1,4,3,4,2,2,2,2,1,2,1,2,2,2,2,17
1686,2004,3,50,7,2,1,4,3,2,2,2,2,2,2,1,2,1,2,2,17
1687,2004,3,49,7,2,1,4,2,2,1,2,2,2,2,2,2,2,2,2,17
1688,2004,3,55,5,2,1,4,1,1,2,2,2,2,2,1,2,2,2,2,17
1694,2004,3,32,6,1,1,4,3,2,2,2,2,2,2,1,2,2,2,2,17
1695,2004,3,52,6,1,1,4,2,2,1,2,2,2,2,2,2,2,2,2,17
1700,2004,3,17,2,2,1,4,1,2,2,2,1,2,2,2,2,2,2,2,17
1703,2004,3,35,3,2,1,4,1,2,2,2,2,2,1,2,2,2,2,2,17
1705,2004,3,54,3,1,1,4,2,2,2,2,2,2,2,1,2,1,1,2,17
1706,2004,3,54,3,2,1,4,1,2,1,2,2,2,2,1,2,1,1,2,17
1707,2004,3,18,3,2,1,4,1,2,2,2,2,1,2,2,2,2,2,2,17
1708,2004,3,21,6,2,1,4,1,1,2,2,2,2,2,1,2,1,1,2,17
1719,2004,3,55,5,2,2,3,1,2,2,2,2,2,1,2,2,2,2,2,17
1722,2004,3,30,4,1,,3,2,2,2,2,2,2,1,1,2,1,2,2,16
1726,2004,3,56,6,1,2,3,3,2,2,2,2,1,2,2,2,2,2,2,17
1733,2004,3,36,3,2,2,3,1,2,2,2,1,2,2,1,2,2,2,2,17
1739,2004,3,42,4,2,1,3,1,2,2,2,2,2,1,2,2,2,2,2,17
1745,2004,3,30,7,2,1,4,1,2,2,2,1,2,2,1,2,1,2,2,17
1751,2004,3,49,7,1,1,4,2,1,2,2,2,2,2,2,2,2,2,2,17
1758,2004,3,55,4,2,1,4,2,2,2,2,2,2,2,1,2,1,2,2,17
1770,2004,3,54,3,1,5,4,3,2,2,2,2,1,2,2,2,2,2,2,17
1790,2004,3,34,3,2,2,4,1,2,2,2,1,2,2,2,2,2,2,2,17
1793,2004,3,34,4,1,1,4,2,1,2,2,2,2,2,2,2,2,2,2,17
1795,2004,3,34,4,1,1,4,1,2,2,2,2,2,1,2,2,2,2,2,17
1798,2004,3,32,6,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,17
1800,2004,3,29,3,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,17
1808,2004,3,85,4,1,4,4,1,2,2,2,2,1,2,2,2,2,2,2,17
1812,2004,3,50,3,1,1,4,1,2,2,1,2,2,2,1,2,2,2,2,17
1814,2004,3,25,4,1,,4,1,2,2,2,2,2,2,1,2,2,2,2,16
1817,2004,3,45,4,2,5,4,2,2,2,2,2,2,2,1,2,1,1,2,17
1820,2004,3,26,5,2,1,4,1,2,2,2,2,2,1,1,2,2,2,2,17
1823,2004,3,92,1,1,4,4,2,2,1,2,2,2,2,1,2,2,2,2,17
1824,2004,3,40,3,2,2,4,2,2,2,2,2,2,1,1,2,2,2,2,17
1826,2004,3,24,3,2,1,4,1,2,2,2,2,2,2,1,2,2,1,2,17
1827,2004,3,62,3,1,1,4,3,2,2,2,2,2,1,1,2,2,2,2,17
1833,2004,3,46,3,2,1,4,2,2,1,2,2,2,2,2,2,2,2,2,17
1834,2004,3,44,4,1,1,5,1,2,2,2,2,2,1,1,2,2,2,2,17
1838,2004,3,32,7,1,1,4,2,2,2,2,2,2,2,1,2,2,2,2,17
1839,2004,3,50,4,1,1,4,2,2,2,2,2,2,1,1,2,2,2,2,17
1844,2004,3,71,4,2,1,4,2,2,1,2,2,2,2,2,2,1,2,2,17
1846,2004,3,33,3,1,1,4,3,2,2,2,1,2,2,2,2,2,2,2,17
1857,2004,3,79,6,1,1,4,2,2,2,2,2,2,2,1,2,2,1,2,17
1859,2004,3,47,4,2,1,4,3,2,2,2,2,2,2,1,1,2,2,2,17
1860,2004,3,61,0,1,2,3,1,2,1,2,2,2,2,2,2,2,2,2,17
1864,2004,3,46,3,2,4,4,1,1,2,2,2,2,2,1,2,1,2,2,17
1865,2004,3,43,4,2,,4,1,2,2,2,2,2,2,1,2,1,2,2,16
1869,2004,3,27,4,1,1,5,2,2,2,2,2,2,2,1,2,1,1,2,17
1871,2004,3,68,2,2,1,4,2,2,1,2,2,2,2,1,2,2,2,2,17
1874,2004,3,22,6,2,2,4,2,2,2,2,1,2,2,2,2,2,2,2,17
1878,2004,3,30,7,2,3,4,2,2,2,2,2,2,2,1,2,2,1,2,17
1881,2004,3,16,2,1,4,4,1,2,2,2,1,2,2,1,2,2,2,2,17
1882,2004,3,84,4,2,1,4,3,1,2,2,2,2,2,1,2,1,2,2,17
1883,2004,3,25,6,1,2,4,2,2,2,2,2,2,2,1,2,2,1,2,17
1890,2004,3,48,4,2,1,4,2,1,2,2,2,2,2,1,2,1,2,2,17
1892,2004,3,24,6,2,1,4,1,2,2,1,2,2,2,1,2,2,2,2,17
1903,2004,3,23,4,1,2,4,2,2,2,2,1,2,2,1,2,2,2,2,17
1905,2004,3,45,6,2,,4,2,2,2,2,2,2,2,1,2,1,2,2,16
1906,2004,3,90,7,1,1,4,1,2,2,1,2,2,2,1,2,2,2,2,17
1908,2004,3,50,6,2,1,4,2,2,1,2,2,2,2,2,2,2,2,2,17
1911,2004,3,26,4,1,,4,1,2,2,2,2,2,1,2,2,2,2,2,16
1912,2004,3,48,2,2,2,4,2,2,1,2,2,2,2,2,2,2,2,2,17
1921,2004,3,24,4,2,1,4,2,2,2,2,2,1,2,1,2,1,2,2,17
1925,2004,3,62,3,2,2,5,1,2,1,2,2,2,2,1,2,2,2,2,17
1926,2004,3,,,2,,4,2,2,2,2,2,2,2,2,2,1,2,2,14
1928,2004,3,45,3,1,2,3,1,2,2,2,2,2,1,2,2,2,2,2,17
1929,2004,3,30,3,2,,3,2,1,2,2,2,2,2,2,2,2,2,2,16
1937,2004,3,53,6,2,1,4,1,2,2,1,2,2,2,1,2,1,2,2,17
1955,2004,3,38,3,2,,4,3,2,2,2,2,2,2,1,2,2,2,2,16
1956,2004,3,44,5,1,4,4,2,2,2,2,2,2,1,1,2,2,1,2,17
1961,2004,3,46,,1,1,4,1,2,2,2,2,2,1,1,2,2,1,2,16
1976,2004,3,58,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,17
1982,2004,3,74,6,1,2,4,1,2,1,2,2,2,2,1,2,1,2,2,17
