id,year,source_id,target_id,close
1116,2004,1,2,2
1122,2004,1,2,3
1123,2004,1,2,2
1129,2004,1,2,2
1130,2004,1,2,1
1134,2004,1,2,1
1136,2004,1,2,1
1148,2004,1,2,2
1153,2004,1,2,3
1155,2004,1,2,1
1160,2004,1,2,2
1162,2004,1,2,1
1169,2004,1,2,2
1172,2004,1,2,1
1173,2004,1,2,2
1174,2004,1,2,1
1176,2004,1,2,3
1177,2004,1,2,1
1180,2004,1,2,1
1185,2004,1,2,2
1189,2004,1,2,1
1193,2004,1,2,1
1194,2004,1,2,1
1195,2004,1,2,3
1198,2004,1,2,2
1202,2004,1,2,1
1204,2004,1,2,1
1205,2004,1,2,2
1220,2004,1,2,1
1228,2004,1,2,3
1230,2004,1,2,1
1234,2004,1,2,1
1237,2004,1,2,1
1244,2004,1,2,2
1246,2004,1,2,1
1247,2004,1,2,1
1252,2004,1,2,3
1253,2004,1,2,3
1256,2004,1,2,1
1258,2004,1,2,3
1261,2004,1,2,2
1264,2004,1,2,1
1268,2004,1,2,3
1271,2004,1,2,2
1272,2004,1,2,2
1273,2004,1,2,2
1274,2004,1,2,1
1278,2004,1,2,2
1280,2004,1,2,1
1281,2004,1,2,2
1283,2004,1,2,1
1286,2004,1,2,1
1293,2004,1,2,3
1294,2004,1,2,2
1296,2004,1,2,3
1299,2004,1,2,1
1300,2004,1,2,2
1307,2004,1,2,1
1312,2004,1,2,1
1321,2004,1,2,2
1323,2004,1,2,2
1324,2004,1,2,2
1325,2004,1,2,1
1326,2004,1,2,1
1327,2004,1,2,1
1332,2004,1,2,1
1333,2004,1,2,2
1336,2004,1,2,1
1337,2004,1,2,2
1338,2004,1,2,1
1339,2004,1,2,1
1341,2004,1,2,2
1342,2004,1,2,1
1344,2004,1,2,2
1348,2004,1,2,1
1350,2004,1,2,1
1351,2004,1,2,1
1353,2004,1,2,3
1354,2004,1,2,1
1359,2004,1,2,1
1362,2004,1,2,1
1364,2004,1,2,2
1370,2004,1,2,1
1373,2004,1,2,2
1374,2004,1,2,1
1377,2004,1,2,2
1385,2004,1,2,2
1386,2004,1,2,1
1387,2004,1,2,1
1390,2004,1,2,1
1398,2004,1,2,1
1399,2004,1,2,1
1403,2004,1,2,1
1405,2004,1,2,2
1406,2004,1,2,1
1408,2004,1,2,3
1412,2004,1,2,1
1413,2004,1,2,1
1416,2004,1,2,2
1418,2004,1,2,1
1429,2004,1,2,2
1430,2004,1,2,2
1431,2004,1,2,1
1432,2004,1,2,1
1437,2004,1,2,1
1441,2004,1,2,2
1443,2004,1,2,2
1448,2004,1,2,2
1452,2004,1,2,3
1457,2004,1,2,1
1458,2004,1,2,3
1465,2004,1,2,1
1466,2004,1,2,1
1468,2004,1,2,2
1475,2004,1,2,1
1479,2004,1,2,2
1481,2004,1,2,1
1483,2004,1,2,1
1496,2004,1,2,1
1500,2004,1,2,1
1505,2004,1,2,1
1506,2004,1,2,1
1507,2004,1,2,2
1509,2004,1,2,2
1510,2004,1,2,3
1516,2004,1,2,1
1523,2004,1,2,2
1524,2004,1,2,2
1525,2004,1,2,1
1529,2004,1,2,1
1531,2004,1,2,2
1551,2004,1,2,2
1562,2004,1,2,2
1569,2004,1,2,1
1574,2004,1,2,1
1585,2004,1,2,2
1587,2004,1,2,2
1590,2004,1,2,1
1600,2004,1,2,3
1611,2004,1,2,1
1612,2004,1,2,1
1623,2004,1,2,3
1627,2004,1,2,1
1628,2004,1,2,2
1630,2004,1,2,1
1634,2004,1,2,1
1635,2004,1,2,2
1637,2004,1,2,2
1639,2004,1,2,1
1641,2004,1,2,1
1645,2004,1,2,3
1650,2004,1,2,2
1654,2004,1,2,2
1656,2004,1,2,1
1660,2004,1,2,1
1661,2004,1,2,2
1663,2004,1,2,2
1665,2004,1,2,3
1666,2004,1,2,3
1667,2004,1,2,2
1672,2004,1,2,1
1680,2004,1,2,2
1682,2004,1,2,2
1684,2004,1,2,1
1685,2004,1,2,2
1686,2004,1,2,2
1687,2004,1,2,2
1688,2004,1,2,2
1694,2004,1,2,1
1695,2004,1,2,2
1700,2004,1,2,1
1703,2004,1,2,3
1705,2004,1,2,1
1706,2004,1,2,1
1707,2004,1,2,1
1708,2004,1,2,1
1711,2004,1,2,1
1716,2004,1,2,2
1719,2004,1,2,2
1722,2004,1,2,2
1726,2004,1,2,1
1733,2004,1,2,1
1739,2004,1,2,2
1742,2004,1,2,2
1745,2004,1,2,1
1748,2004,1,2,1
1751,2004,1,2,1
1756,2004,1,2,1
1758,2004,1,2,1
1770,2004,1,2,1
1788,2004,1,2,1
1790,2004,1,2,1
1793,2004,1,2,1
1795,2004,1,2,2
1798,2004,1,2,2
1800,2004,1,2,2
1807,2004,1,2,1
1808,2004,1,2,2
1811,2004,1,2,2
1812,2004,1,2,2
1814,2004,1,2,1
1817,2004,1,2,2
1820,2004,1,2,2
1823,2004,1,2,2
1824,2004,1,2,1
1826,2004,1,2,1
1827,2004,1,2,1
1833,2004,1,2,1
1834,2004,1,2,1
1837,2004,1,2,1
1838,2004,1,2,2
1839,2004,1,2,3
1840,2004,1,2,1
1844,2004,1,2,2
1846,2004,1,2,1
1848,2004,1,2,3
1849,2004,1,2,2
1851,2004,1,2,1
1855,2004,1,2,1
1856,2004,1,2,2
1857,2004,1,2,2
1859,2004,1,2,1
1860,2004,1,2,2
1864,2004,1,2,1
1865,2004,1,2,1
1869,2004,1,2,2
1871,2004,1,2,2
1874,2004,1,2,1
1877,2004,1,2,2
1878,2004,1,2,2
1881,2004,1,2,2
1882,2004,1,2,2
1883,2004,1,2,1
1884,2004,1,2,2
1890,2004,1,2,1
1892,2004,1,2,1
1902,2004,1,2,2
1903,2004,1,2,2
1905,2004,1,2,2
1906,2004,1,2,1
1908,2004,1,2,1
1910,2004,1,2,2
1911,2004,1,2,1
1912,2004,1,2,1
1921,2004,1,2,1
1925,2004,1,2,1
1926,2004,1,2,2
1928,2004,1,2,3
1929,2004,1,2,1
1937,2004,1,2,3
1955,2004,1,2,1
1956,2004,1,2,3
1961,2004,1,2,2
1972,2004,1,2,1
1975,2004,1,2,1
1976,2004,1,2,2
1979,2004,1,2,2
1982,2004,1,2,1
1985,2004,1,2,1
1988,2004,1,2,1
1989,2004,1,2,3
1991,2004,1,2,1
1997,2004,1,2,2
1998,2004,1,2,1
1999,2004,1,2,1
2001,2004,1,2,2
2003,2004,1,2,1
2004,2004,1,2,1
2008,2004,1,2,3
2012,2004,1,2,1
2015,2004,1,2,1
2020,2004,1,2,2
2021,2004,1,2,2
2024,2004,1,2,3
2025,2004,1,2,1
2028,2004,1,2,2
2029,2004,1,2,2
2031,2004,1,2,2
2032,2004,1,2,2
2033,2004,1,2,1
2036,2004,1,2,1
2037,2004,1,2,2
2042,2004,1,2,1
2045,2004,1,2,1
2046,2004,1,2,1
2047,2004,1,2,1
2050,2004,1,2,1
2052,2004,1,2,2
2056,2004,1,2,1
2057,2004,1,2,2
2058,2004,1,2,1
2061,2004,1,2,2
2063,2004,1,2,1
2066,2004,1,2,1
2069,2004,1,2,2
2080,2004,1,2,2
2084,2004,1,2,3
2087,2004,1,2,1
2088,2004,1,2,2
2089,2004,1,2,2
2096,2004,1,2,1
2101,2004,1,2,3
2102,2004,1,2,2
2104,2004,1,2,1
2138,2004,1,2,1
2141,2004,1,2,1
2149,2004,1,2,1
2150,2004,1,2,1
2154,2004,1,2,2
2158,2004,1,2,1
2159,2004,1,2,1
2161,2004,1,2,2
2163,2004,1,2,2
2168,2004,1,2,3
2172,2004,1,2,1
2173,2004,1,2,2
2174,2004,1,2,1
2181,2004,1,2,1
2186,2004,1,2,2
2188,2004,1,2,2
2189,2004,1,2,2
2208,2004,1,2,2
2210,2004,1,2,1
2211,2004,1,2,1
2217,2004,1,2,2
2220,2004,1,2,1
2223,2004,1,2,1
2228,2004,1,2,2
2261,2004,1,2,1
2269,2004,1,2,1
2272,2004,1,2,1
2275,2004,1,2,1
2284,2004,1,2,1
2285,2004,1,2,1
2290,2004,1,2,1
2291,2004,1,2,1
2292,2004,1,2,2
2295,2004,1,2,1
2296,2004,1,2,2
2298,2004,1,2,1
2300,2004,1,2,1
2302,2004,1,2,3
2303,2004,1,2,2
2306,2004,1,2,3
2310,2004,1,2,3
2313,2004,1,2,1
2320,2004,1,2,1
2323,2004,1,2,2
2341,2004,1,2,3
2352,2004,1,2,2
2356,2004,1,2,3
2362,2004,1,2,1
2364,2004,1,2,1
2365,2004,1,2,3
2369,2004,1,2,2
2376,2004,1,2,1
2379,2004,1,2,2
2409,2004,1,2,1
2415,2004,1,2,1
2444,2004,1,2,2
2470,2004,1,2,1
2481,2004,1,2,2
2483,2004,1,2,1
2486,2004,1,2,1
2487,2004,1,2,1
2490,2004,1,2,1
2491,2004,1,2,1
2500,2004,1,2,2
2505,2004,1,2,2
2511,2004,1,2,1
2512,2004,1,2,1
2520,2004,1,2,1
2528,2004,1,2,2
2529,2004,1,2,1
2531,2004,1,2,2
2538,2004,1,2,2
2547,2004,1,2,2
2549,2004,1,2,2
2551,2004,1,2,3
2553,2004,1,2,1
2557,2004,1,2,1
2563,2004,1,2,1
2564,2004,1,2,3
2568,2004,1,2,2
2574,2004,1,2,1
2576,2004,1,2,1
2578,2004,1,2,2
2579,2004,1,2,1
2581,2004,1,2,1
2582,2004,1,2,1
2585,2004,1,2,2
2588,2004,1,2,1
2589,2004,1,2,1
2593,2004,1,2,1
2594,2004,1,2,1
2598,2004,1,2,1
2600,2004,1,2,3
2606,2004,1,2,1
2610,2004,1,2,3
2611,2004,1,2,2
2613,2004,1,2,2
2615,2004,1,2,1
2616,2004,1,2,2
2624,2004,1,2,3
2635,2004,1,2,2
2652,2004,1,2,1
2654,2004,1,2,1
2655,2004,1,2,2
2656,2004,1,2,3
2665,2004,1,2,1
2667,2004,1,2,1
2681,2004,1,2,1
2682,2004,1,2,2
2685,2004,1,2,1
2686,2004,1,2,1
2691,2004,1,2,2
2693,2004,1,2,2
2695,2004,1,2,2
2696,2004,1,2,2
2698,2004,1,2,2
2699,2004,1,2,2
2704,2004,1,2,2
2708,2004,1,2,2
2712,2004,1,2,1
2713,2004,1,2,1
2715,2004,1,2,2
2717,2004,1,2,1
2720,2004,1,2,2
2722,2004,1,2,1
2723,2004,1,2,2
2724,2004,1,2,3
2726,2004,1,2,1
2727,2004,1,2,1
2728,2004,1,2,1
2730,2004,1,2,2
2732,2004,1,2,1
2733,2004,1,2,1
2735,2004,1,2,1
2736,2004,1,2,1
2741,2004,1,2,2
2743,2004,1,2,1
2745,2004,1,2,2
2748,2004,1,2,1
2749,2004,1,2,3
2750,2004,1,2,2
2751,2004,1,2,2
2752,2004,1,2,1
2755,2004,1,2,1
2757,2004,1,2,3
2758,2004,1,2,1
2762,2004,1,2,1
2769,2004,1,2,3
2771,2004,1,2,1
2772,2004,1,2,2
2773,2004,1,2,1
2776,2004,1,2,3
2777,2004,1,2,1
2779,2004,1,2,1
2781,2004,1,2,1
2782,2004,1,2,2
2784,2004,1,2,1
2786,2004,1,2,1
2791,2004,1,2,3
2795,2004,1,2,1
2797,2004,1,2,1
2798,2004,1,2,2
2801,2004,1,2,3
2804,2004,1,2,1
2807,2004,1,2,2
2810,2004,1,2,1
3,2004,1,3,1
5,2004,1,3,3
10,2004,1,3,1
30,2004,1,3,2
35,2004,1,3,2
36,2004,1,3,2
46,2004,1,3,2
57,2004,1,3,1
59,2004,1,3,2
63,2004,1,3,2
70,2004,1,3,1
72,2004,1,3,2
75,2004,1,3,2
80,2004,1,3,1
83,2004,1,3,1
84,2004,1,3,1
90,2004,1,3,1
92,2004,1,3,3
93,2004,1,3,2
95,2004,1,3,2
103,2004,1,3,2
106,2004,1,3,2
112,2004,1,3,2
117,2004,1,3,2
125,2004,1,3,3
129,2004,1,3,1
131,2004,1,3,1
139,2004,1,3,2
144,2004,1,3,2
160,2004,1,3,2
171,2004,1,3,2
177,2004,1,3,1
181,2004,1,3,1
193,2004,1,3,1
199,2004,1,3,1
202,2004,1,3,1
218,2004,1,3,2
223,2004,1,3,2
229,2004,1,3,2
233,2004,1,3,3
237,2004,1,3,2
238,2004,1,3,1
250,2004,1,3,2
253,2004,1,3,3
255,2004,1,3,1
258,2004,1,3,1
259,2004,1,3,1
261,2004,1,3,2
262,2004,1,3,2
268,2004,1,3,1
269,2004,1,3,2
270,2004,1,3,1
271,2004,1,3,2
276,2004,1,3,1
278,2004,1,3,1
280,2004,1,3,1
281,2004,1,3,2
284,2004,1,3,1
285,2004,1,3,2
289,2004,1,3,1
299,2004,1,3,2
300,2004,1,3,3
301,2004,1,3,1
305,2004,1,3,1
316,2004,1,3,2
317,2004,1,3,1
323,2004,1,3,2
337,2004,1,3,2
340,2004,1,3,1
345,2004,1,3,2
350,2004,1,3,2
353,2004,1,3,1
358,2004,1,3,1
360,2004,1,3,3
361,2004,1,3,1
366,2004,1,3,3
370,2004,1,3,1
372,2004,1,3,2
373,2004,1,3,2
375,2004,1,3,1
377,2004,1,3,1
381,2004,1,3,2
391,2004,1,3,3
392,2004,1,3,1
393,2004,1,3,2
394,2004,1,3,2
396,2004,1,3,2
401,2004,1,3,2
402,2004,1,3,2
407,2004,1,3,2
413,2004,1,3,2
414,2004,1,3,2
420,2004,1,3,1
424,2004,1,3,1
431,2004,1,3,1
433,2004,1,3,1
448,2004,1,3,1
449,2004,1,3,1
457,2004,1,3,3
460,2004,1,3,2
471,2004,1,3,2
475,2004,1,3,2
476,2004,1,3,1
487,2004,1,3,3
489,2004,1,3,2
501,2004,1,3,3
511,2004,1,3,2
523,2004,1,3,1
530,2004,1,3,3
539,2004,1,3,1
542,2004,1,3,2
554,2004,1,3,1
555,2004,1,3,2
559,2004,1,3,1
560,2004,1,3,2
561,2004,1,3,1
568,2004,1,3,2
572,2004,1,3,1
582,2004,1,3,1
587,2004,1,3,1
590,2004,1,3,3
595,2004,1,3,3
603,2004,1,3,2
630,2004,1,3,1
636,2004,1,3,1
642,2004,1,3,1
669,2004,1,3,2
686,2004,1,3,1
688,2004,1,3,1
690,2004,1,3,2
691,2004,1,3,2
694,2004,1,3,1
699,2004,1,3,3
710,2004,1,3,1
713,2004,1,3,2
717,2004,1,3,1
726,2004,1,3,1
729,2004,1,3,1
733,2004,1,3,1
742,2004,1,3,2
744,2004,1,3,1
746,2004,1,3,2
748,2004,1,3,1
756,2004,1,3,3
758,2004,1,3,1
759,2004,1,3,1
763,2004,1,3,1
764,2004,1,3,1
768,2004,1,3,2
769,2004,1,3,2
773,2004,1,3,2
781,2004,1,3,2
784,2004,1,3,2
788,2004,1,3,2
789,2004,1,3,2
790,2004,1,3,2
794,2004,1,3,3
797,2004,1,3,2
803,2004,1,3,1
808,2004,1,3,1
811,2004,1,3,2
813,2004,1,3,2
816,2004,1,3,2
821,2004,1,3,2
828,2004,1,3,1
829,2004,1,3,2
835,2004,1,3,2
836,2004,1,3,1
843,2004,1,3,2
844,2004,1,3,1
846,2004,1,3,2
847,2004,1,3,2
848,2004,1,3,1
864,2004,1,3,1
873,2004,1,3,1
876,2004,1,3,2
877,2004,1,3,3
893,2004,1,3,1
899,2004,1,3,2
905,2004,1,3,3
906,2004,1,3,1
912,2004,1,3,1
915,2004,1,3,2
919,2004,1,3,2
920,2004,1,3,2
936,2004,1,3,2
939,2004,1,3,3
941,2004,1,3,2
942,2004,1,3,1
944,2004,1,3,2
945,2004,1,3,3
952,2004,1,3,2
958,2004,1,3,2
975,2004,1,3,1
976,2004,1,3,2
978,2004,1,3,2
983,2004,1,3,2
995,2004,1,3,2
997,2004,1,3,2
1005,2004,1,3,3
1015,2004,1,3,1
1026,2004,1,3,2
1031,2004,1,3,1
1035,2004,1,3,1
1055,2004,1,3,1
1063,2004,1,3,1
1067,2004,1,3,2
1073,2004,1,3,1
1080,2004,1,3,2
1084,2004,1,3,2
1092,2004,1,3,2
1100,2004,1,3,2
1113,2004,1,3,2
1122,2004,1,3,3
1123,2004,1,3,3
1130,2004,1,3,1
1136,2004,1,3,3
1148,2004,1,3,2
1155,2004,1,3,1
1162,2004,1,3,1
1172,2004,1,3,1
1173,2004,1,3,2
1185,2004,1,3,2
1195,2004,1,3,2
1198,2004,1,3,2
1205,2004,1,3,2
1220,2004,1,3,1
1234,2004,1,3,2
1244,2004,1,3,1
1246,2004,1,3,1
1247,2004,1,3,1
1256,2004,1,3,3
1258,2004,1,3,1
1261,2004,1,3,1
1264,2004,1,3,2
1278,2004,1,3,1
1280,2004,1,3,1
1281,2004,1,3,2
1283,2004,1,3,1
1286,2004,1,3,1
1293,2004,1,3,1
1294,2004,1,3,2
1296,2004,1,3,3
1299,2004,1,3,3
1300,2004,1,3,2
1307,2004,1,3,2
1312,2004,1,3,1
1326,2004,1,3,1
1336,2004,1,3,1
1337,2004,1,3,2
1338,2004,1,3,2
1341,2004,1,3,1
1342,2004,1,3,2
1348,2004,1,3,1
1350,2004,1,3,2
1353,2004,1,3,2
1354,2004,1,3,1
1362,2004,1,3,1
1370,2004,1,3,2
1373,2004,1,3,2
1374,2004,1,3,2
1377,2004,1,3,2
1390,2004,1,3,1
1398,2004,1,3,2
1403,2004,1,3,2
1405,2004,1,3,1
1406,2004,1,3,2
1408,2004,1,3,3
1412,2004,1,3,1
1413,2004,1,3,1
1416,2004,1,3,2
1418,2004,1,3,1
1429,2004,1,3,3
1430,2004,1,3,2
1431,2004,1,3,2
1432,2004,1,3,1
1437,2004,1,3,1
1443,2004,1,3,2
1448,2004,1,3,2
1452,2004,1,3,2
1457,2004,1,3,1
1465,2004,1,3,1
1466,2004,1,3,2
1475,2004,1,3,1
1479,2004,1,3,2
1481,2004,1,3,1
1483,2004,1,3,1
1496,2004,1,3,1
1500,2004,1,3,1
1505,2004,1,3,1
1506,2004,1,3,3
1507,2004,1,3,2
1509,2004,1,3,3
1510,2004,1,3,2
1523,2004,1,3,2
1524,2004,1,3,1
1525,2004,1,3,1
1531,2004,1,3,2
1551,2004,1,3,2
1562,2004,1,3,2
1569,2004,1,3,2
1574,2004,1,3,1
1585,2004,1,3,1
1612,2004,1,3,1
1623,2004,1,3,2
1627,2004,1,3,1
1628,2004,1,3,2
1630,2004,1,3,1
1634,2004,1,3,1
1635,2004,1,3,2
1637,2004,1,3,2
1639,2004,1,3,1
1641,2004,1,3,1
1645,2004,1,3,3
1650,2004,1,3,2
1654,2004,1,3,2
1656,2004,1,3,1
1661,2004,1,3,2
1663,2004,1,3,3
1665,2004,1,3,2
1666,2004,1,3,3
1667,2004,1,3,1
1672,2004,1,3,1
1680,2004,1,3,2
1682,2004,1,3,1
1684,2004,1,3,1
1686,2004,1,3,2
1687,2004,1,3,3
1688,2004,1,3,2
1694,2004,1,3,2
1695,2004,1,3,2
1700,2004,1,3,1
1703,2004,1,3,2
1705,2004,1,3,1
1706,2004,1,3,1
1707,2004,1,3,1
1708,2004,1,3,1
1719,2004,1,3,2
1722,2004,1,3,3
1726,2004,1,3,1
1733,2004,1,3,1
1739,2004,1,3,2
1745,2004,1,3,1
1751,2004,1,3,2
1758,2004,1,3,2
1770,2004,1,3,1
1790,2004,1,3,1
1793,2004,1,3,1
1795,2004,1,3,1
1798,2004,1,3,2
1800,2004,1,3,2
1808,2004,1,3,2
1812,2004,1,3,2
1814,2004,1,3,3
1817,2004,1,3,2
1820,2004,1,3,2
1823,2004,1,3,2
1824,2004,1,3,2
1826,2004,1,3,2
1827,2004,1,3,2
1833,2004,1,3,1
1834,2004,1,3,1
1838,2004,1,3,2
1839,2004,1,3,3
1844,2004,1,3,1
1846,2004,1,3,1
1857,2004,1,3,2
1859,2004,1,3,3
1860,2004,1,3,1
1864,2004,1,3,1
1865,2004,1,3,3
1869,2004,1,3,2
1871,2004,1,3,3
1874,2004,1,3,1
1878,2004,1,3,2
1881,2004,1,3,2
1882,2004,1,3,2
1883,2004,1,3,2
1890,2004,1,3,2
1892,2004,1,3,2
1903,2004,1,3,2
1905,2004,1,3,3
1906,2004,1,3,1
1908,2004,1,3,1
1911,2004,1,3,1
1912,2004,1,3,2
1921,2004,1,3,1
1925,2004,1,3,1
1926,2004,1,3,3
1928,2004,1,3,3
1929,2004,1,3,1
1937,2004,1,3,1
1955,2004,1,3,1
1956,2004,1,3,2
1961,2004,1,3,3
1976,2004,1,3,1
1982,2004,1,3,1
1985,2004,1,3,1
1989,2004,1,3,1
1991,2004,1,3,3
1997,2004,1,3,3
1999,2004,1,3,1
2003,2004,1,3,2
2004,2004,1,3,1
2008,2004,1,3,2
2012,2004,1,3,2
2020,2004,1,3,3
2024,2004,1,3,3
2028,2004,1,3,1
2029,2004,1,3,2
2036,2004,1,3,1
2045,2004,1,3,2
2046,2004,1,3,2
2047,2004,1,3,2
2050,2004,1,3,1
