id,year,wtssall,sampcode,n_size,age,educ,relig,sex,race
2536,2004,0.4808,574,1,75,6,1,2,1
2537,2004,0.9617,574,0,27,12,1,1,1
2538,2004,0.4808,574,3,61,12,1,1,1
2539,2004,1.9234,574,0,37,10,4,1,1
2543,2004,0.4808,574,0,53,11,1,1,2
2544,2004,1.4425,574,0,19,11,1,1,1
2547,2004,0.9617,574,3,51,12,4,1,1
2548,2004,0.9617,574,0,46,12,1,2,1
2549,2004,2.885,574,4,56,14,1,2,1
2551,2004,0.9617,574,3,40,12,1,2,1
2553,2004,0.9617,574,2,35,12,1,1,1
2555,2004,1.9234,574,1,47,12,1,2,1
2556,2004,0.9617,574,0,63,14,,2,1
2557,2004,0.9617,574,3,25,14,1,2,1
2558,2004,0.9617,575,0,75,12,1,2,1
2559,2004,0.4808,575,2,49,16,2,2,1
2563,2004,0.4808,575,3,73,10,1,1,2
2564,2004,0.9617,575,3,57,12,1,2,1
2565,2004,1.4425,575,1,72,11,1,2,1
2566,2004,0.9617,575,1,58,8,13,2,1
2568,2004,0.9617,575,2,26,12,1,2,1
2572,2004,0.9617,575,1,76,18,1,2,2
2574,2004,0.9617,575,3,62,18,1,2,1
2576,2004,0.9617,575,2,53,18,1,2,1
2578,2004,0.9617,575,3,28,16,2,2,1
2579,2004,0.9617,575,3,69,8,1,1,1
2581,2004,0.9617,575,3,74,8,13,1,1
2582,2004,0.9617,575,2,54,11,1,1,1
2583,2004,1.4425,575,1,67,7,2,1,1
2585,2004,0.9617,575,2,52,12,1,1,1
2588,2004,0.9617,576,2,52,15,1,1,1
2589,2004,0.9617,576,2,72,14,2,1,1
2593,2004,0.9617,576,2,19,11,1,2,1
2594,2004,0.9617,576,2,79,16,1,2,1
2598,2004,0.4808,576,3,37,14,2,1,1
2600,2004,0.9617,576,2,34,13,4,2,1
2605,2004,1.9234,576,1,39,14,4,1,1
2606,2004,0.9617,576,4,51,10,1,1,3
2608,2004,0.9617,576,0,35,15,1,2,1
2609,2004,0.9617,576,0,28,13,1,1,1
2610,2004,0.4808,576,3,49,14,1,2,1
2611,2004,0.9617,576,2,49,14,4,1,1
2613,2004,0.9617,576,2,42,14,1,2,1
2615,2004,0.9617,576,2,24,13,1,2,1
2616,2004,0.9617,576,2,40,13,1,2,1
2621,2004,0.4808,576,1,49,10,1,1,1
2623,2004,0.4808,576,0,54,13,4,1,1
2624,2004,1.4425,576,2,40,12,4,2,1
2627,2004,0.9617,576,0,67,12,1,2,1
2634,2004,0.9617,577,0,48,14,1,1,2
2635,2004,0.4808,577,3,34,12,2,2,3
2637,2004,0.4808,577,1,56,16,1,1,2
2640,2004,0.4808,577,0,36,13,1,2,1
2644,2004,0.9617,577,1,32,17,9,1,1
2646,2004,0.4808,577,0,60,15,4,2,1
2652,2004,0.9617,577,5,47,12,1,1,1
2654,2004,1.9234,577,3,19,12,2,2,1
2655,2004,1.9234,577,6,61,18,12,2,1
2656,2004,0.4808,577,2,42,12,2,1,1
2659,2004,0.9617,577,0,62,12,2,1,1
2662,2004,0.9617,577,0,42,17,2,1,1
2664,2004,0.9617,577,0,35,12,2,1,1
2665,2004,0.4808,578,3,46,15,1,1,1
2666,2004,0.9617,578,1,51,12,1,1,1
2667,2004,0.9617,578,4,39,16,1,2,1
2669,2004,0.4808,578,0,52,12,1,2,1
2675,2004,1.9234,578,1,34,19,1,1,1
2676,2004,0.9617,578,0,31,11,1,2,1
2681,2004,0.4808,578,4,30,14,1,2,1
2682,2004,0.9617,578,3,25,15,1,1,1
2683,2004,0.4808,578,0,41,15,4,1,1
2685,2004,0.9617,578,3,49,16,1,1,1
2686,2004,0.9617,579,2,65,10,6,1,3
2689,2004,0.9617,579,1,81,12,2,2,1
2691,2004,0.9617,579,3,26,12,2,2,2
2692,2004,0.4808,579,0,88,8,2,2,1
2693,2004,0.9617,579,5,70,12,2,1,1
2695,2004,0.4808,579,5,50,17,2,1,1
2696,2004,0.4808,579,6,32,12,5,2,1
2698,2004,0.9617,579,3,35,12,4,2,1
2699,2004,0.9617,579,2,64,11,4,1,1
2702,2004,0.4808,579,0,50,15,5,2,1
2703,2004,0.9617,579,0,34,9,1,2,3
2704,2004,0.9617,579,3,28,14,1,2,1
2705,2004,1.4425,579,1,23,12,4,2,1
2706,2004,0.9184,501,0,65,11,2,2,3
2708,2004,0.9184,501,2,51,16,2,2,1
2709,2004,0.9184,501,0,50,13,2,2,3
2710,2004,0.8757,501,0,,12,1,2,1
2712,2004,1.1071,502,2,34,16,4,2,3
2713,2004,0.9184,502,4,62,13,1,1,1
2714,2004,0.4592,502,1,68,15,1,1,1
2715,2004,0.9184,502,6,51,14,1,2,1
2716,2004,0.8757,502,0,27,12,4,1,1
2717,2004,0.9184,502,2,40,19,1,1,1
2720,2004,0.9184,502,3,60,16,3,1,1
2722,2004,0.9184,503,2,55,14,2,1,1
2723,2004,0.9184,503,3,50,14,1,1,1
2724,2004,0.4592,503,2,26,14,4,1,1
2725,2004,0.9184,504,1,51,1,2,1,1
2726,2004,1.3776,504,4,52,17,1,2,1
2727,2004,0.4592,504,3,82,16,2,2,1
2728,2004,0.4592,504,2,26,19,4,2,1
2730,2004,0.9184,506,4,61,16,2,2,1
2732,2004,0.4592,507,4,60,16,4,1,1
2733,2004,0.9184,507,2,36,18,1,2,1
2734,2004,1.3776,508,0,46,16,1,2,1
2735,2004,0.9184,508,5,34,16,1,1,1
2736,2004,0.4592,508,5,41,18,1,1,1
2737,2004,0.4592,508,0,85,16,3,2,1
2738,2004,0.9184,508,0,22,13,1,1,2
2739,2004,0.4592,509,1,40,12,2,1,2
2741,2004,1.3776,510,3,56,12,4,1,1
2742,2004,0.9184,510,0,48,11,2,2,1
2743,2004,1.3776,510,3,53,13,4,2,1
2744,2004,0.8757,511,1,46,18,4,1,1
2745,2004,0.9184,512,3,38,13,13,2,2
2746,2004,0.9184,512,1,50,12,,2,1
2747,2004,0.4592,513,1,57,12,1,1,1
2748,2004,0.9184,513,3,32,17,11,2,1
2749,2004,1.3776,514,5,47,12,2,2,1
2750,2004,0.4592,515,4,53,20,5,2,1
2751,2004,0.9184,515,3,63,11,2,1,1
2752,2004,0.9184,516,3,78,10,1,2,1
2755,2004,0.4592,519,3,67,17,3,2,1
2757,2004,0.4592,519,2,48,16,1,2,2
2758,2004,0.9184,520,5,,15,1,1,1
2762,2004,1.3776,523,2,55,16,1,2,1
2763,2004,0.4592,525,0,35,12,4,1,1
2765,2004,1.3776,526,1,37,10,4,1,2
2767,2004,0.4592,528,0,34,14,2,2,1
2769,2004,0.4592,529,2,61,15,1,2,1
2770,2004,0.9184,529,1,67,8,1,2,1
2771,2004,0.9184,530,2,45,13,4,1,1
2772,2004,0.9184,530,2,33,12,4,1,1
2773,2004,0.9184,531,2,34,12,2,2,1
2774,2004,0.9184,531,0,56,14,2,1,1
2776,2004,0.4592,533,4,60,14,1,2,2
2777,2004,0.9184,534,3,74,16,1,1,1
2778,2004,0.4592,534,0,71,12,2,1,1
2779,2004,0.9184,534,2,24,17,2,2,1
2781,2004,0.4592,536,4,85,16,4,1,1
2782,2004,0.9184,537,4,66,16,1,1,1
2784,2004,0.9184,538,5,55,16,1,1,1
2785,2004,1.3776,538,0,47,14,1,1,2
2786,2004,0.9184,539,2,66,14,2,1,1
2787,2004,1.3776,540,1,43,12,2,2,1
2788,2004,0.9184,540,0,27,11,5,1,1
2789,2004,0.4592,540,0,28,10,1,2,2
2791,2004,1.3776,541,2,43,15,1,1,1
2792,2004,0.4592,542,0,23,12,1,2,2
2793,2004,0.4592,542,0,35,12,1,2,2
2794,2004,0.9184,544,1,25,16,4,2,1
2795,2004,0.9184,544,3,21,16,1,1,1
2797,2004,0.4592,545,3,89,12,1,2,1
2798,2004,0.4592,546,5,39,16,5,2,1
2801,2004,0.9184,546,5,47,12,2,1,1
2802,2004,0.9184,548,1,62,14,1,2,1
2804,2004,0.4592,549,5,33,14,1,2,1
2807,2004,1.8368,550,6,61,19,1,1,1
2809,2004,0.9184,552,1,31,15,1,1,1
2810,2004,0.9184,552,5,62,16,1,1,1
2811,2004,0.9184,553,0,43,10,2,2,1
